index,question,answer,Usage
test_1336,কোন বিচারক মো. মাহমুদ হাসান তালুকদারের সাথে মিলে ১৪ জেলার প্রাথমিক বিদ্যালয়ের শিক্ষক নিয়োগ স্থগিত করেছিলেন?,বিচারপতি শেখ হাসান আরিফ।,Private
test_1337,রসুলপুর ইউনিয়নের পশ্চিমে কোন উপজেলার ইউনিয়ন অবস্থিত?,মুরাদনগর উপজেলা।,Private
test_1338,বাদবাগ্নি কার একটি রূপ?,বিষ্ণু।,Public
test_1339,অনাদি কী নয়?,কোন পণ্য নয়।,Private
test_1340,সংবেদী স্মৃতি কী?,স্মৃতি।,Public
test_1341,আর্তুরো ফুয়েন্তে মার্কাটির মালিকানা কার কাছে হস্তান্তর হয়?,কার্লোস ফুয়েন্তে সিনিয়র।,Private
test_1342,ফ্রান্সে বহুবিবাহের অভিযোগের কারণে স্বরাষ্ট্রমন্ত্রী ব্রিস হর্তেফেক্স কার নাগরিকত্ব প্রত্যাহার করতে চেয়েছিলেন?,লাইস হেব্বাদজ।,Private
test_1343,গ্রিক পুরাণে তের্প্সিকোরে কীসের মিউজ ছিলেন?,বৃন্দগীতি ও নৃত্য।,Private
test_1344,মহাকাশ অভিযানের কালপঞ্জিতে কোন ধরনের তথ্য বিশেষভাবে উল্লেখিত হয়েছে?,"মহাকাশে বিভিন্ন অর্জন এবং কোন কিছুর গৌরব অর্জনকারী প্রথম ব্যক্তি, জাতি বা নভোযানগুলোর ক্থা।",Public
test_1345,বর্তমানে রাজমাতা শব্দটি কাদের জন্য ব্যবহৃত হয়?,ভারতের রাজপরিবারের প্রধান।,Private
test_1346,"প্রাচীন গ্রিক কবি হেসিয়ডের মতে, অ্যাটলাস কোথায় দণ্ডায়মান আছেন?",পৃথিবীর সর্বপশ্চিমে বা হেসপেরিডিসে।,Private
test_1347,মোহাম্মদ আতিকুর রহমানের জন্ম কোন তারিখে হয়েছিল?,১ সেপ্টেম্বর ১৯৩১।,Public
test_1348,কনিমেক্স মার্কাটি কোন কোম্পানির মালিকানাধীন?,ইউনিলিভার।,Public
test_1349,চৌধুরী মোহন জাটুয়া কোন বিশ্ববিদ্যালয় থেকে বাণিজ্যে স্নাতকোত্তর ডিগ্রি অর্জন করেন?,কলকাতা বিশ্ববিদ্যালয়।,Public
test_1350,এনএক্সটি ইউরোপ ব্র্যান্ডটি কবে পুনরায় চালু হওয়ার কথা ছিল?,২০২৩ সাল।,Public
test_1351,অপারেশন স্প্রিং শিল্ড চলাকালীন সিরিয়ান এয়ার ফোর্সের কোন বিমানটি তুর্কি F-16 দ্বারা গুলি করে ভূপাতিত করা হয়েছিল?,Aero L-39 Albatros।,Public
test_1352,জিয়ারত শরীফ মাদ্রাসাটি কোন শহরে অবস্থিত?,কাকরালা।,Public
test_1353,টুমোরো বাই টুগেদার ব্যান্ডের সদস্যদের সংখ্যা কত?,পাঁচ।,Private
test_1354,অধ্যাপক বঙ্কিম দাস বন্দোপাধ্যায় কোন কলেজে গণিতের শিক্ষক ছিলেন?,প্রেসিডেন্সি কলেজ।,Public
test_1355,কাবার্ডিয়ানদের বিরুদ্ধে রাশিয়ানদের সামরিক অভিযানের নেতৃত্ব দেওয়া রাশিয়ান জেনারেলের নাম কী?,আলেক্সি পেট্রোভিচ ইয়ারমোলভ।,Public
test_1356,ভ্রাংগেল দ্বীপের সর্বোচ্চ শৃঙ্গের নাম কী?,সোভেতস্কায়া পর্বত।,Public
test_1357,বালি নিশ্চিন্দা চিত্তরঞ্জন বিদ্যালয়ে কোন শ্রেণি থেকে কোন শ্রেণি পর্যন্ত পড়ানো হয়?,পঞ্চম শ্রেণি থেকে দ্বাদশ শ্রেণি।,Private
